order_id,customer_id,order_timestamp,category,quantity,unit_price,discount_pct,revenue,status,payment_method
O100101,C00183,2024-05-17 02:43:00,Sports,2,319.48,5.0,607.01,Completed,Card
O100102,C00085,2024-02-03 13:39:00,Beauty,4,66.54,5.0,252.85,Completed,Card
O100103,C01110,2024-06-06 07:46:00,Home,3,190.41,0.0,571.23,Completed,Card
O100104,C00821,2024-02-27 12:26:00,Beauty,2,131.83,5.0,250.48,Completed,Card
O100105,C00384,2024-05-25 16:22:00,Books,4,65.16,0.0,260.64,Completed,Card
O100106,C00595,2024-05-31 23:23:00,Clothing,5,72.88,0.0,364.4,Completed,PayPal
O100107,C00430,2024-07-11 15:12:00,Electronics,2,237.84,0.0,475.68,Completed,Card
O100108,C00142,2024-05-31 23:56:00,Clothing,3,180.84,0.0,542.52,Completed,Apple Pay
O100109,C01331,2024-07-22 20:20:00,Clothing,5,238.01,10.0,1071.04,Completed,Card
O100110,C00877,2024-04-29 04:57:00,Beauty,1,57.53,5.0,-54.65,Returned,Apple Pay
O100111,C01341,2024-03-21 19:04:00,Clothing,2,121.73,10.0,219.11,Completed,Google Pay
O100112,C00683,2024-04-12 21:59:00,Electronics,1,39.4,15.0,0.0,Cancelled,Card
O100113,C00248,2024-06-26 13:03:00,Electronics,4,428.92,0.0,1715.68,Completed,PayPal
O100114,C00354,2024-06-16 18:14:00,Clothing,5,169.3,0.0,846.5,Completed,Card
O100115,C00884,2024-01-30 18:25:00,Books,3,36.58,25.0,82.3,Completed,Google Pay
O100116,C00178,2024-07-01 05:51:00,Sports,1,319.69,0.0,319.69,Completed,Google Pay
O100117,C00524,2024-04-03 13:44:00,Clothing,-2,159.82,15.0,-271.69,Returned,Card
O100118,C00292,2024-02-15 03:12:00,Sports,4,74.84,0.0,299.36,Completed,Card
O100119,C00415,2024-07-25 02:21:00,Home,3,20.78,,62.34,Completed,
O100120,C00606,2024-07-07 12:34:00,Sports,1,356.54,20.0,285.23,Completed,PayPal
O100121,C01338,2024-05-03 21:56:00,Books,3,40.99,0.0,122.97,Completed,PayPal
O100122,C00574,2024-06-07 23:46:00,Beauty,5,32.46,0.0,162.3,Completed,PayPal
O100123,C00039,2024-03-22 18:44:00,Electronics,1,289.35,25.0,217.01,Completed,Google Pay
O100124,C00780,2024-03-06 11:00:00,Books,4,53.1,5.0,201.78,Completed,Card
O100125,C01161,2024-02-23 20:22:00,Beauty,4,152.48,0.0,609.92,Completed,PayPal
O100126,C00385,2024-02-21 18:21:00,Beauty,5,154.35,5.0,733.16,Completed,PayPal
O100127,C00818,2024-05-30 11:19:00,Beauty,4,161.61,0.0,-646.44,Returned,Card
O100128,C00138,2024-03-25 01:53:00,Home,4,294.7,0.0,1178.8,Completed,Card
O100129,C00100,2024-05-06 12:19:00,Sports,5,82.3,0.0,411.5,Completed,Card
O100130,C00668,2024-04-09 00:21:00,Books,5,112.11,20.0,448.44,Completed,PayPal
O100131,C00905,2024-03-16 23:20:00,Electronics,4,173.95,0.0,0.0,Cancelled,Card
O100132,C00720,2024-03-03 07:11:00,Clothing,3,8.55,10.0,23.08,Completed,Card
O100133,C00504,2024-04-29 04:43:00,Beauty,5,83.54,10.0,375.93,Completed,Card
O100134,C01261,2024-06-13 02:01:00,Sports,5,177.55,10.0,798.98,Completed,Apple Pay
O100135,C00748,2024-02-05 06:36:00,Electronics,3,501.2,0.0,-1503.6,Returned,Apple Pay
O100136,C00247,2024-07-10 16:29:00,Home,4,61.53,0.0,246.12,Completed,Card
O100137,C00683,2024-04-03 22:25:00,Electronics,5,369.48,15.0,1570.29,Completed,Card
O100138,C00885,2024-07-24 12:21:00,Books,5,28.43,10.0,127.94,Completed,PayPal
O100139,C01150,2024-04-29 11:33:00,Electronics,5,446.55,5.0,2121.11,Completed,Card
O100140,C00260,2024-05-09 19:02:00,Clothing,5,22.18,15.0,-94.26,Returned,PayPal
O100141,C00645,2024-04-28 05:41:00,Beauty,1,121.76,0.0,121.76,Completed,Card
O100142,C00467,2024-03-31 11:02:00,Clothing,2,267.84,0.0,535.68,Completed,Google Pay
O100143,C00833,2024-03-14 18:20:00,Sports,5,272.13,5.0,1292.62,Completed,Card
O100144,C00237,2024-02-05 19:40:00,Beauty,2,79.73,25.0,119.6,Completed,Card
O100145,C01019,2024-02-05 17:00:00,Clothing,3,96.44,5.0,274.85,Completed,Google Pay
O100146,C00457,2024-01-18 01:10:00,Clothing,2,101.19,5.0,192.26,Completed,Card
O100147,C00579,2024-07-09 18:30:00,Books,4,100.85,0.0,403.4,Completed,Card
O100148,C01202,2024-05-08 05:56:00,Sports,3,128.99,0.0,386.97,Completed,Google Pay
O100149,C01347,2024-02-20 19:00:00,Electronics,5,170.23,25.0,638.36,Completed,PayPal
O100150,C00838,2024-02-07 04:02:00,Beauty,5,144.82,0.0,724.1,Completed,Card
O100151,C00934,2024-07-09 08:05:00,Clothing,4,127.79,0.0,511.16,Completed,PayPal
O100152,C00579,2024-07-01 07:31:00,Home,5,127.56,0.0,637.8,Completed,Google Pay
O100153,C00765,2024-02-23 15:26:00,Clothing,2,140.41,10.0,252.74,Completed,PayPal
O100154,C00080,2024-02-25 05:45:00,Books,2,124.31,0.0,248.62,Completed,Card
O100155,C00091,2024-03-09 07:10:00,Electronics,1,356.81,10.0,321.13,Completed,Card
O100156,C00361,2024-03-01 13:44:00,Home,4,72.61,15.0,246.87,Completed,Card
O100157,C00308,2024-07-15 02:23:00,Home,2,23.65,0.0,47.3,Completed,Card
O100158,C00096,2024-07-10 12:36:00,Beauty,5,37.32,5.0,177.27,Completed,Card
O100159,C01289,2024-02-01 00:56:00,Books,5,24.36,0.0,121.8,Completed,Card
O100160,C00071,2024-04-28 19:25:00,Clothing,3,156.59,10.0,422.79,Completed,Card
O100161,C00441,2024-03-08 15:33:00,Beauty,1,6.64,10.0,5.98,Completed,Apple Pay
O100162,C01096,2024-01-04 17:20:00,Clothing,3,191.26,0.0,573.78,Completed,Card
O100163,C00768,2024-05-05 19:57:00,Books,-4,62.62,0.0,250.48,Completed,Google Pay
O100164,C00191,2024-05-23 22:09:00,Clothing,5,238.97,0.0,1194.85,Completed,Apple Pay
O100165,C00889,2024-02-27 19:51:00,Home,4,327.4,0.0,1309.6,Completed,Card
O100166,C00529,2024-07-31 12:18:00,Clothing,5,86.19,0.0,-430.95,Returned,Card
O100167,C00184,2024-06-05 05:57:00,Electronics,5,239.86,15.0,-1019.41,Returned,PayPal
O100168,C01017,2024-05-31 17:20:00,Books,1,100.62,25.0,75.46,Completed,PayPal
O100169,C01057,2024-07-12 00:11:00,Sports,3,187.18,15.0,477.31,Completed,PayPal
O100170,C01062,2024-04-14 17:55:00,Home,4,158.89,0.0,635.56,Completed,PayPal
O100171,C00756,2024-05-16 14:04:00,Clothing,1,131.72,15.0,111.96,Completed,Card
O100172,C00707,2024-06-10 15:14:00,Home,1,209.68,0.0,209.68,Completed,Card
O100173,C01220,2024-03-06 02:48:00,Sports,4,130.82,0.0,523.28,Completed,Card
O100174,C00542,2024-02-13 08:12:00,Clothing,3,82.91,0.0,248.73,Completed,Google Pay
O100175,C00695,2024-10-11 03:07:00,Books,2,137.36,5.0,260.98,Completed,Card
O100176,C01124,2024-05-23 08:46:00,Clothing,5,40.07,0.0,0.0,Cancelled,PayPal
O100177,C00908,2024-04-01 07:15:00,Home,3,8.48,10.0,22.9,Completed,Card
O100178,C00809,2024-03-10 12:55:00,Electronics,5,159.44,0.0,797.2,Completed,PayPal
O100179,C00496,2024-03-20 14:22:00,Clothing,5,122.78,10.0,552.51,Completed,PayPal
O100180,C01216,2024-05-29 12:14:00,Books,4,32.54,0.0,130.16,Completed,Google Pay
O100181,C01224,2024-03-21 16:35:00,Sports,2,113.4,0.0,226.8,Completed,Card
O100182,C00376,2024-05-27 22:16:00,Clothing,5,122.79,10.0,552.56,Completed,PayPal
O100183,C00556,2024-04-23 12:53:00,Books,4,60.34,0.0,241.36,Completed,Card
O100184,C00528,2024-03-12 11:56:00,Sports,5,55.32,0.0,276.6,Completed,Card
O100185,C00701,2024-02-01 08:53:00,Home,1,110.36,10.0,99.32,Completed,Google Pay
O100186,C00755,2024-05-01 11:21:00,Electronics,4,498.52,10.0,1794.67,Completed,Card
O100187,C01086,2024-05-08 10:45:00,Books,5,6.21,10.0,27.94,Completed,Apple Pay
O100188,C00650,2024-05-03 15:27:00,Electronics,1,139.53,15.0,-118.6,Returned,Card
O100189,C01168,2024-02-27 05:26:00,Home,1,212.98,20.0,170.38,Completed,Card
O100190,C00680,2024-03-06 07:47:00,Books,1,32.32,15.0,27.47,Completed,Card
O100191,C01155,2024-03-23 07:47:00,Books,4,54.69,20.0,175.01,Completed,Apple Pay
O100192,C00203,2024-02-28 15:34:00,Sports,2,43.35,15.0,73.7,Completed,PayPal
O100193,C00481,2024-04-27 16:43:00,Sports,1,289.78,,275.29,Completed,
O100194,C00884,2024-06-10 19:25:00,Beauty,5,165.25,20.0,661.0,Completed,Card
O100195,C00534,2024-03-19 09:24:00,Sports,5,106.72,15.0,453.56,Completed,Card
O100196,C01237,2024-05-12 06:17:00,Clothing,2,190.3,0.0,380.6,Completed,PayPal
O100197,C00134,2024-03-31 12:17:00,Clothing,2,152.91,0.0,305.82,Completed,Google Pay
O100198,C00179,2024-03-16 00:20:00,Clothing,5,8.21,0.0,41.05,Completed,Card
O100199,C00909,2024-06-04 17:24:00,Beauty,3,19.48,0.0,58.44,Completed,PayPal
O100200,C00516,2024-05-02 00:26:00,Home,1,75.05,15.0,63.79,Completed,PayPal
O100201,C00643,2024-05-08 08:53:00,Beauty,2,87.95,0.0,175.9,Completed,Card
O100202,C00278,2024-06-25 05:00:00,Sports,3,35.63,5.0,101.55,Completed,Card
O100203,C01192,2024-06-02 16:06:00,Clothing,3,138.15,20.0,331.56,Completed,Google Pay
O100204,C01216,2024-03-29 20:01:00,Beauty,3,177.33,0.0,531.99,Completed,Google Pay
O100205,C00860,2024-06-29 09:39:00,Clothing,4,241.42,25.0,724.26,Completed,Card
O100206,C01057,2024-05-17 22:36:00,Clothing,5,223.32,15.0,949.11,Completed,Apple Pay
O100207,C00363,2024-03-08 08:16:00,Clothing,1,87.56,25.0,65.67,Completed,Google Pay
O100208,C01231,2024-04-19 07:58:00,Electronics,3,102.12,10.0,275.72,Completed,Card
O100209,C00604,2024-02-29 18:43:00,Beauty,5,214.74,0.0,1073.7,Completed,Apple Pay
O100210,C00878,2024-05-03 02:59:00,Home,1,79.3,0.0,79.3,Completed,Google Pay
O100211,C01012,2024-05-03 21:39:00,Home,1,204.39,5.0,194.17,Completed,Card
O100212,C00753,2024-05-13 09:41:00,Beauty,1,5.12,10.0,4.61,Completed,Card
O100213,C00800,2024-02-20 00:25:00,Clothing,3,17.07,10.0,46.09,Completed,Card
O100214,C00273,2024-05-07 03:52:00,Books,4,44.23,5.0,168.07,Completed,Google Pay
O100215,C00695,2024-05-15 21:18:00,Beauty,3,78.29,25.0,176.15,Completed,Card
O100216,C00292,2024-04-05 13:29:00,Clothing,3,183.73,5.0,523.63,Completed,Card
O100217,C00976,2024-05-09 07:50:00,Clothing,1,263.64,0.0,263.64,Completed,Card
O100218,C00476,2024-02-10 06:22:00,Home,2,147.89,0.0,295.78,Completed,PayPal
O100219,C00750,2024-04-04 14:41:00,Sports,4,130.72,20.0,418.3,Completed,Card
O100220,C00070,2024-02-28 17:01:00,Clothing,1,17.2,25.0,12.9,Completed,Card
O100221,C00641,2024-03-03 16:42:00,Books,4,51.6,20.0,165.12,Completed,Apple Pay
O100222,C01296,2024-03-01 23:24:00,Beauty,4,145.69,0.0,582.76,Completed,Apple Pay
O100223,C00612,2024-06-07 23:44:00,Clothing,4,102.27,0.0,409.08,Completed,PayPal
O100224,C01050,2024-06-14 02:46:00,Clothing,2,235.27,15.0,399.96,Completed,Google Pay
O100225,C01048,2024-05-16 16:06:00,Books,2,67.13,0.0,0.0,Cancelled,Apple Pay
O100226,C00896,2024-07-27 23:39:00,Electronics,3,349.53,0.0,1048.59,Completed,PayPal
O100227,C00003,2024-05-23 19:48:00,Electronics,3,118.75,0.0,356.25,Completed,Card
O100228,C00352,2024-06-27 09:39:00,Sports,1,148.82,0.0,148.82,Completed,Card
O100229,C00073,2024-04-18 08:58:00,Home,4,122.51,10.0,-441.04,Returned,Card
O100230,C00012,2024-02-11 08:49:00,Clothing,1,60.26,0.0,60.26,Completed,PayPal
O100231,C00380,2024-05-04 17:02:00,Books,3,18.97,0.0,56.91,Completed,PayPal
O100232,C00844,2024-03-18 00:40:00,Beauty,4,87.15,0.0,348.6,Completed,Google Pay
O100233,C00988,2024-03-25 09:18:00,Electronics,2,445.32,20.0,712.51,Completed,PayPal
O100234,C01156,2024-06-20 01:49:00,Home,3,174.18,0.0,522.54,Completed,Card
O100235,C00034,2024-02-05 23:57:00,Sports,4,323.13,0.0,1292.52,Completed,Card
O100236,C01025,2024-03-22 07:52:00,Beauty,4,109.59,0.0,438.36,Completed,Google Pay
O100237,C00737,2024-04-06 19:43:00,Clothing,4,18.68,0.0,74.72,Completed,PayPal
O100238,C01089,2024-03-12 19:18:00,Home,2,20.74,0.0,41.48,Completed,Apple Pay
O100239,C00858,2024-03-24 21:28:00,Electronics,4,447.84,0.0,1791.36,Completed,PayPal
O100240,C00418,2024-05-27 15:35:00,Beauty,2,24.95,15.0,42.42,Completed,Card
O100241,C00033,2024-03-28 08:02:00,Sports,4,200.95,0.0,803.8,Completed,Card
O100242,C00351,2024-05-23 15:39:00,Home,5,128.22,0.0,-641.1,Returned,Card
O100243,C00213,2024-03-06 21:52:00,Beauty,5,34.81,15.0,147.94,Completed,Card
O100244,C01389,2024-06-22 21:49:00,Clothing,5,237.65,,1188.25,Completed,
O100245,C00760,2024-04-15 16:30:00,Clothing,5,239.81,0.0,1199.05,Completed,Card
O100246,C00624,2024-04-14 12:10:00,Beauty,4,109.53,0.0,438.12,Completed,Card
O100247,C00653,2024-03-26 14:19:00,Electronics,1,507.88,10.0,457.09,Completed,PayPal
O100248,C00899,2024-03-05 01:12:00,Sports,1,358.41,0.0,358.41,Completed,Google Pay
O100249,C00088,2024-03-28 20:34:00,Home,3,36.82,0.0,110.46,Completed,Apple Pay
O100250,C01231,2024-07-18 09:41:00,Electronics,2,68.09,0.0,136.18,Completed,Card
O100251,C00400,2024-03-07 00:36:00,Clothing,4,184.69,0.0,738.76,Completed,Apple Pay
O100252,C00125,2024-05-13 18:04:00,Beauty,4,14.46,10.0,52.06,Completed,Card
O100253,C00502,2024-04-10 11:07:00,Sports,3,288.68,15.0,0.0,Cancelled,Google Pay
O100254,C00772,2024-05-25 12:21:00,Sports,3,344.83,0.0,1034.49,Completed,Card
O100255,C00960,2024-06-26 09:51:00,Electronics,4,461.7,0.0,1846.8,Completed,Card
O100256,C00767,2024-03-30 08:41:00,Home,5,118.79,0.0,593.95,Completed,Card
O100257,C01146,2024-03-06 14:49:00,Electronics,4,288.24,0.0,1152.96,Completed,Card
O100258,C00409,2024-04-16 02:45:00,Home,4,249.32,0.0,0.0,Cancelled,Apple Pay
O100259,C01149,2024-06-11 05:47:00,Clothing,2,120.39,0.0,240.78,Completed,PayPal
O100260,C00582,2024-03-16 11:59:00,Clothing,2,231.44,0.0,462.88,Completed,Card
O100261,C00192,2024-06-22 06:33:00,Beauty,1,177.47,10.0,159.72,Completed,Card
O100262,C00731,2024-04-16 08:31:00,Beauty,4,120.14,15.0,408.48,Completed,Apple Pay
O100263,C00160,2024-05-15 19:36:00,Home,4,133.06,0.0,532.24,Completed,Card
O100264,C00848,2024-05-11 10:12:00,Clothing,2,138.17,15.0,234.89,Completed,Card
O100265,C00311,2024-05-26 03:09:00,Beauty,1,231.07,0.0,231.07,Completed,Card
O100266,C00765,2024-02-19 19:54:00,Clothing,1,230.95,0.0,230.95,Completed,Card
O100267,C00564,2024-04-02 01:50:00,Sports,5,233.55,0.0,1167.75,Completed,PayPal
O100268,C01031,2024-04-25 13:00:00,Books,2,4.09,10.0,7.36,Completed,Card
O100269,C01278,2024-06-27 02:57:00,Electronics,2,258.6,25.0,387.9,Completed,Card
O100270,C01302,2024-06-09 07:09:00,Clothing,1,165.26,0.0,165.26,Completed,Card
O100271,C01395,2024-06-05 14:52:00,Beauty,1,184.41,5.0,175.19,Completed,PayPal
O100272,C00286,2024-03-08 10:29:00,Clothing,2,176.8,20.0,282.88,Completed,Card
O100273,C00752,2024-05-26 04:54:00,Sports,4,82.26,0.0,329.04,Completed,PayPal
O100274,C00932,2024-03-15 00:41:00,Electronics,5,224.69,25.0,842.59,Completed,Card
O100275,C00280,2024-02-08 15:53:00,Books,3,146.92,15.0,374.65,Completed,Apple Pay
O100276,C00072,2024-02-07 03:58:00,Clothing,3,265.55,15.0,677.15,Completed,Apple Pay
O100277,C01370,2024-05-06 10:42:00,Home,4,183.56,20.0,587.39,Completed,Card
O100278,C00675,2024-06-10 23:06:00,Books,5,107.93,0.0,-539.65,Returned,Card
O100279,C00142,2024-02-21 22:28:00,Electronics,3,98.31,10.0,265.44,Completed,Google Pay
O100280,C00878,2024-04-10 14:07:00,Electronics,4,134.59,0.0,538.36,Completed,Apple Pay
O100281,C00714,2024-06-09 17:43:00,Books,3,50.61,10.0,-136.65,Returned,Card
O100282,C00813,2024-06-22 01:57:00,Clothing,4,90.89,10.0,327.2,Completed,Apple Pay
O100283,C01249,2024-07-06 16:46:00,Beauty,4,116.93,10.0,420.95,Completed,PayPal
O100284,C00014,2024-04-11 04:15:00,Sports,4,184.41,10.0,663.88,Completed,Google Pay
O100285,C00519,2024-04-15 21:53:00,Electronics,5,393.85,0.0,1969.25,Completed,PayPal
O100286,C01094,2024-06-23 12:54:00,Clothing,3,187.53,0.0,562.59,Completed,Card
O100287,C00432,2024-04-08 18:28:00,Sports,2,243.2,0.0,486.4,Completed,PayPal
O100288,C00239,2024-02-18 19:01:00,Home,4,52.72,20.0,168.7,Completed,Card
O100289,C00460,2024-01-14 15:26:00,Clothing,1,45.11,0.0,45.11,Completed,PayPal
O100290,C01347,2024-02-16 07:47:00,Home,4,75.2,0.0,300.8,Completed,Card
